name,location,car_age,kilometers_driven,fuel_type,transmission,owner_number,mileage_kmpl,engine_cc,power_bhp,seats,price_lakh,price_euro
Maruti Ciaz ZDi Plus SHVS,Ahmedabad,10,52324,Diesel,Manual,1,28.09,1248,88.5,5,6.25,6388.63
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,12,65000,Diesel,Manual,1,22.7,1498,89.84,5,5.1,5213.12
Mercedes-Benz M-Class ML 320 CDI,Mumbai,16,66000,Diesel,Automatic,2,8.7,2987,224.34,5,10.75,10988.45
Hyundai Grand i10 CRDi Sportz,Hyderabad,9,75700,Diesel,Manual,1,24.0,1120,70.0,5,5.7,5826.43
Volkswagen Vento Diesel Breeze,Bangalore,12,43000,Diesel,Manual,1,20.5,1598,105.0,5,5.95,6081.98
Chevrolet Beat Diesel LT,Kochi,13,42706,Diesel,Manual,1,25.44,936,56.3,5,2.4,2453.24
Mahindra Quanto C6,Mumbai,12,35000,Diesel,Manual,1,17.21,1493,100.0,7,3.49,3567.41
Hyundai i10 Asta 1.2 AT with Sunroof,Hyderabad,14,54348,Petrol,Automatic,1,19.2,1197,80.0,5,4.0,4088.73
Toyota Etios Liva 1.4 GD,Delhi,12,84000,Diesel,Manual,1,23.59,1364,67.04,5,7.83,8003.68
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,15,63298,Petrol,Automatic,1,14.53,1794,138.1,5,3.95,4037.62
Hyundai i10 Magna 1.2,Jaipur,12,75049,Petrol,Manual,2,20.36,1197,78.9,5,3.0,3066.54
Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,7,24237,Petrol,Manual,1,18.16,1196,86.8,5,6.7,6848.61
Maruti Ritz ZXi,Coimbatore,9,22767,Petrol,Manual,1,18.5,1197,85.8,5,6.14,6276.19
Hyundai i20 Sportz AT 1.4,Bangalore,13,58000,Petrol,Automatic,2,15.0,1396,98.6,5,4.4,4497.6
Maruti Swift Dzire LDI,Pune,8,57000,Diesel,Manual,1,26.59,1248,74.0,5,4.25,4344.27
BMW 7 Series 2007-2012 750Li,Kochi,15,50161,Petrol,Automatic,1,8.77,4395,402.0,5,25.93,26505.16
Maruti S Cross DDiS 320 Alpha,Kolkata,9,45000,Diesel,Manual,1,22.7,1598,118.0,5,7.0,7155.27
Toyota Fortuner 4x4 AT,Coimbatore,8,68319,Diesel,Automatic,1,12.55,2982,168.5,7,25.12,25677.2
Hyundai EON 1.0 Magna Plus Option O,Kochi,8,30711,Petrol,Manual,1,20.3,998,68.05,5,4.45,4548.71
Hyundai i20 1.4 CRDi Magna,Kolkata,14,38277,Diesel,Manual,1,21.9,1396,90.0,5,2.4,2453.24
Volkswagen Vento Diesel Highline,Pune,13,115000,Diesel,Manual,2,20.54,1598,103.6,5,4.33,4426.05
Maruti Swift Dzire VXi AT,Coimbatore,8,46849,Petrol,Automatic,1,18.5,1197,83.14,5,6.93,7083.72
Hyundai i20 Magna 1.4 CRDi,Ahmedabad,11,64000,Diesel,Manual,1,21.9,1396,90.0,5,4.25,4344.27
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,15,130923,Diesel,Automatic,1,14.21,2143,203.0,5,12.5,12777.27
Hyundai Grand i10 Sportz,Chennai,10,15000,Petrol,Manual,1,18.9,1197,82.0,5,4.9,5008.69
Hyundai i20 1.4 CRDi Sportz,Mumbai,11,32720,Diesel,Manual,1,23.0,1396,90.0,5,4.5,4599.82
Renault KWID RXT,Jaipur,9,12500,Petrol,Manual,1,25.17,799,53.3,5,3.0,3066.54
Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,10,59800,Petrol,Automatic,1,16.9,1197,82.0,5,5.8,5928.65
Volkswagen Vento Petrol Highline,Pune,14,54211,Petrol,Manual,1,15.04,1598,103.6,5,3.33,3403.86
Chevrolet Cruze LTZ AT,Kochi,10,62242,Diesel,Automatic,1,14.39,1998,163.7,5,6.62,6766.84
Nissan Terrano XL 110 PS,Mumbai,10,54000,Diesel,Manual,2,19.01,1461,108.5,5,5.75,5877.54
Hyundai Verna 1.6 SX,Hyderabad,13,65000,Diesel,Manual,1,22.32,1582,126.32,5,6.2,6337.52
Maruti Celerio VXI AMT,Chennai,10,55000,Petrol,Automatic,1,23.1,998,67.04,5,6.0,6133.09
Maruti Wagon R LXI,Pune,15,71000,Petrol,Manual,1,18.9,998,67.1,5,2.0,2044.36
Hyundai i20 Magna Optional 1.4 CRDi,Chennai,13,70000,Diesel,Manual,1,21.9,1396,88.8,5,4.0,4088.73
Audi A4 1.8 TFSI,Mumbai,14,53000,Petrol,Automatic,1,12.3,1781,163.2,5,9.5,9710.72
BMW X1 sDrive20d,Mumbai,12,43000,Diesel,Automatic,1,17.05,1995,184.0,5,17.5,17888.17
Skoda Rapid 1.6 MPI AT Elegance Plus,Mumbai,10,54000,Petrol,Automatic,1,14.3,1598,103.52,5,6.11,6245.53
Hyundai i10 Magna,Ahmedabad,11,51000,Petrol,Manual,1,20.36,1197,78.9,5,3.75,3833.18
Mitsubishi Pajero 2.8 GLX CRZ,Hyderabad,18,78000,Diesel,Manual,2,10.5,2835,107.2,6,6.2,6337.52
Honda City i DTEC SV,Mumbai,11,25000,Diesel,Manual,1,26.0,1498,98.6,5,6.15,6286.42
Maruti Alto K10 2010-2014 VXI,Pune,13,12600,Petrol,Manual,1,20.92,998,67.1,5,2.4,2453.24
Maruti Swift Ldi BSIII,Pune,16,80000,Diesel,Manual,4,17.8,1248,75.0,5,2.15,2197.69
Hyundai Grand i10 Magna,Kolkata,9,21000,Petrol,Manual,1,18.9,1197,82.0,5,3.75,3833.18
Ford Figo Petrol ZXI,Mumbai,14,32000,Petrol,Manual,2,15.6,1196,70.0,5,2.15,2197.69
Hyundai Grand i10 SportZ Edition,Bangalore,10,50000,Petrol,Manual,1,18.9,1197,81.86,5,4.75,4855.36
Maruti SX4 Vxi BSIV,Mumbai,15,47500,Petrol,Manual,1,15.5,1586,103.3,5,2.45,2504.34
Honda City i-VTEC VX,Mumbai,8,7500,Petrol,Manual,1,17.4,1497,117.3,5,13.76,14065.22
Renault Duster 110PS Diesel RxZ AMT,Jaipur,9,68163,Diesel,Automatic,1,19.6,1461,108.45,5,14.11,14422.98
Honda Amaze S i-Dtech,Ahmedabad,11,61000,Diesel,Manual,1,25.8,1498,98.6,5,4.35,4446.49
Toyota Innova 2.5 Z Diesel 7 Seater,Jaipur,10,100000,Diesel,Manual,2,12.99,2494,100.6,7,12.0,12266.18
BMW 3 Series 320d Highline,Mumbai,16,61500,Diesel,Automatic,2,16.07,1995,181.0,5,8.5,8688.54
Hyundai i10 Magna 1.1 iTech SE,Kochi,8,42883,Petrol,Manual,1,19.81,1086,68.05,5,4.27,4364.71
Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,13,97000,Diesel,Manual,2,20.45,1461,83.8,5,4.25,4344.27
Mitsubishi Outlander 2.4,Bangalore,15,39525,Petrol,Automatic,1,11.3,2360,170.0,5,9.25,9455.18
Maruti Vitara Brezza LDi,Kochi,8,35384,Diesel,Manual,1,24.3,1248,88.5,5,9.12,9322.29
Mercedes-Benz R-Class R350 CDI 4MATIC,Hyderabad,15,46000,Diesel,Automatic,1,11.8,2987,261.0,7,28.0,28621.08
Ford EcoSport 1.5 Diesel Titanium,Coimbatore,7,32189,Diesel,Manual,1,23.0,1498,98.96,5,11.2,11448.43
Hyundai Verna 1.6 CRDI AT SX Option,Chennai,9,27000,Diesel,Automatic,1,19.08,1582,126.2,5,8.6,8790.76
Volkswagen Polo 1.2 MPI Highline,Coimbatore,7,22734,Petrol,Manual,1,16.47,1198,74.0,5,7.53,7697.03
Renault Duster 110PS Diesel RxL,Mumbai,11,58002,Diesel,Manual,1,19.64,1461,108.45,5,5.75,5877.54
Honda Brio S Option AT,Chennai,13,31500,Petrol,Automatic,1,16.5,1198,86.8,5,4.15,4242.05
Ford Figo 2015-2019 1.2P Titanium MT,Coimbatore,8,30933,Petrol,Manual,1,18.16,1196,86.8,5,5.84,5969.54
Audi A6 2.0 TDI Design Edition,Kolkata,13,27090,Diesel,Automatic,1,18.53,1968,187.74,5,16.5,16865.99
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,10,29500,Diesel,Automatic,1,15.97,2993,258.0,7,43.0,43953.8
Hyundai i10 Sportz Option,Pune,12,45000,Petrol,Manual,1,20.36,1197,78.9,5,3.55,3628.74
Hyundai i20 1.2 Asta Option,Hyderabad,7,11691,Petrol,Manual,1,18.6,1197,81.83,5,8.9,9097.41
Skoda Octavia L and K 1.9 TDI MT,Hyderabad,19,121000,Diesel,Manual,2,16.4,1896,90.0,5,2.5,2555.45
Hyundai Verna Transform SX VGT CRDi,Hyderabad,15,118077,Diesel,Manual,1,16.2,1493,110.0,5,3.85,3935.4
Hyundai Verna 1.6 SX VTVT (O) AT,Chennai,13,36300,Petrol,Automatic,3,17.1,1591,121.4,5,7.5,7666.36
Hyundai Getz GVS,Mumbai,20,90000,Petrol,Manual,2,15.3,1341,61.0,5,1.8,1839.93
Ford Figo Diesel EXI,Chennai,15,78000,Diesel,Manual,1,20.0,1399,68.0,5,2.25,2299.91
Audi A6 2011-2015 35 TDI Technology,Mumbai,10,42000,Diesel,Automatic,1,17.68,1968,174.33,5,24.25,24787.9
Volkswagen Polo 1.2 MPI Highline,Mumbai,10,27000,Petrol,Manual,1,16.47,1198,74.0,5,4.35,4446.49
BMW X1 sDrive20d,Kolkata,13,22000,Diesel,Automatic,1,17.05,1995,184.0,5,11.5,11755.09
Honda City i VTEC SV,Kolkata,11,49000,Petrol,Manual,1,17.4,1497,117.3,5,4.75,4855.36
Hyundai i20 Sportz Option Diesel,Hyderabad,13,42600,Diesel,Manual,1,23.0,1396,90.0,5,4.99,5100.68
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,7,12794,Petrol,Automatic,1,19.0,1199,88.7,5,9.15,9352.96
Honda CR-V 2.4 AT,Hyderabad,11,88046,Petrol,Automatic,1,10.1,2354,152.0,5,13.99,14300.32
Mercedes-Benz A Class A180 CDI,Bangalore,11,8000,Diesel,Automatic,2,20.0,2143,107.3,5,19.75,20188.08
Mahindra XUV500 AT W10 AWD,Coimbatore,7,82739,Diesel,Automatic,1,16.0,2179,140.0,7,16.77,17141.98
Mahindra Bolero SLX 2WD,Bangalore,19,193000,Diesel,Manual,3,13.6,2523,63.0,7,2.5,2555.45
Renault Scala RxL AT,Mumbai,12,7000,Petrol,Automatic,1,17.97,1498,99.6,5,3.65,3730.96
Land Rover Freelander 2 HSE SD4,Ahmedabad,13,60000,Diesel,Automatic,2,12.35,2179,187.74,5,23.5,24021.26
Maruti Alto 800 VXI,Pune,8,38000,Petrol,Manual,1,22.74,796,47.3,5,3.11,3178.98
Toyota Etios G,Kochi,12,56344,Petrol,Manual,1,17.6,1496,88.73,5,4.57,4671.37
Hyundai i20 Sportz Option,Mumbai,11,17858,Petrol,Manual,1,17.0,1197,80.0,5,5.32,5438.0
Hyundai i10 Sportz,Hyderabad,13,53000,Petrol,Manual,1,20.36,1197,78.9,5,3.2,3270.98
Maruti Swift VDI BSIV,Kochi,9,67906,Diesel,Manual,1,25.2,1248,74.0,5,5.63,5754.88
Hyundai EON Magna Plus,Hyderabad,10,19000,Petrol,Manual,1,21.1,814,55.2,5,3.0,3066.54
BMW 3 Series 320d,Mumbai,15,67000,Diesel,Automatic,2,22.69,1995,190.0,5,47.87,48931.82
Tata Indigo XL Classic Dicor,Delhi,14,80000,Diesel,Manual,1,23.57,1396,70.0,5,1.2,1226.62
Maruti Alto 800 LXI,Delhi,10,61000,Petrol,Manual,1,22.74,796,47.3,5,2.15,2197.69
Volkswagen Polo Diesel Highline 1.2L,Pune,15,39000,Diesel,Manual,1,22.07,1199,73.9,5,3.05,3117.65
Toyota Corolla Altis VL AT,Ahmedabad,11,59000,Petrol,Automatic,1,14.28,1798,138.03,5,11.5,11755.09
Hyundai Santro Xing GLS,Hyderabad,17,80931,Petrol,Manual,1,17.92,1086,62.1,5,2.3,2351.02
Maruti Swift ZXI,Kolkata,9,34000,Petrol,Manual,1,20.4,1197,81.8,5,4.95,5059.8
Renault Scala Diesel RxL,Hyderabad,12,130000,Diesel,Manual,1,21.64,1461,84.8,5,4.75,4855.36
Maruti Vitara Brezza ZDi Plus,Coimbatore,7,52380,Diesel,Manual,1,24.3,1248,88.5,5,12.47,12746.6
Nissan Micra XV,Kolkata,14,44000,Petrol,Manual,1,18.06,1198,75.0,5,2.65,2708.78
Ford Figo Diesel EXI,Hyderabad,10,84000,Diesel,Manual,1,20.0,1399,68.05,5,3.8,3884.29
Honda CR-V 2.0 AT,Kochi,8,41697,Petrol,Automatic,1,13.1,1997,141.1,5,16.68,17049.98
Nissan Terrano XV 110 PS,Pune,11,163000,Diesel,Manual,1,19.01,1461,108.5,5,5.0,5110.91
Toyota Etios Liva 1.2 G,Chennai,14,42000,Petrol,Manual,2,17.71,1197,78.9,5,6.51,6654.4
Hyundai i20 Asta 1.4 CRDi,Jaipur,12,129000,Diesel,Manual,3,21.27,1396,88.76,5,4.11,4201.17
Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,10,32200,Petrol,Manual,2,18.16,1196,86.8,5,4.25,4344.27
Mitsubishi Pajero 2.8 GLX CRZ,Mumbai,21,129000,Diesel,Manual,1,10.5,2835,107.2,6,3.45,3526.53
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,11,40000,Diesel,Automatic,1,17.11,1968,174.33,5,22.5,22999.08
Toyota Innova 2.0 E,Delhi,19,150000,Petrol,Manual,1,12.4,1998,132.0,8,4.5,4599.82
Chevrolet Aveo U-VA 1.2 LS,Jaipur,18,140000,Petrol,Manual,1,15.26,1150,74.9,5,0.9,919.96
Hyundai Getz GLS,Hyderabad,19,63181,Petrol,Manual,1,15.3,1341,83.0,5,1.85,1891.04
Honda Amaze S i-Dtech,Kolkata,12,39575,Diesel,Manual,1,25.8,1498,98.6,5,3.25,3322.09
Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,11,70374,Diesel,Manual,1,22.7,1498,89.84,5,7.34,7502.81
Volkswagen CrossPolo 1.5 TDI,Kolkata,10,26256,Diesel,Manual,1,20.14,1498,88.5,5,4.25,4344.27
Hyundai Elite i20 Petrol Sportz,Delhi,9,13460,Petrol,Manual,1,18.6,1197,81.86,5,6.45,6593.07
Toyota Innova 2.5 V Diesel 8-seater,Chennai,14,122000,Diesel,Manual,2,12.8,2494,102.0,8,10.75,10988.45
Mercedes-Benz M-Class ML 250 CDI,Kolkata,10,58589,Diesel,Automatic,1,15.26,2143,203.2,5,27.75,28365.53
Maruti Wagon R LX BSIII,Jaipur,20,115000,Petrol,Manual,2,17.3,1061,64.0,5,0.99,1011.96
Ford Endeavour 2.2 Trend AT 4X2,Pune,9,75000,Diesel,Automatic,1,12.62,2198,158.0,7,24.0,24532.35
Hyundai Elite i20 Petrol Sportz,Jaipur,9,30292,Petrol,Manual,1,18.6,1197,81.86,5,6.1,6235.31
Honda WRV i-VTEC VX,Ahmedabad,8,32248,Petrol,Manual,1,17.5,1199,88.7,5,10.32,10548.91
Volkswagen Polo Petrol Highline 1.2L,Bangalore,12,74000,Petrol,Manual,1,16.47,1198,73.9,5,4.65,4753.14
Honda CR-V 2.0L 2WD MT,Mumbai,11,56100,Petrol,Manual,1,13.7,1997,153.86,5,9.75,9966.27
Hyundai Grand i10 1.2 Kappa Asta,Bangalore,11,61325,Petrol,Manual,1,18.9,1197,81.86,5,8.1,8279.67
Maruti Swift Dzire VXI,Kolkata,11,33000,Petrol,Manual,1,19.1,1197,85.8,5,3.99,4078.5
BMW 5 Series 2003-2012 530d,Coimbatore,9,18090,Diesel,Automatic,1,16.2,2993,258.0,5,45.73,46744.35
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,11,71390,Diesel,Manual,1,22.7,1498,89.84,5,5.27,5386.9
Maruti Wagon R LXI CNG,Mumbai,11,41000,CNG,Manual,1,15.41,998,58.2,5,3.5,3577.63
Honda City i DTec V,Ahmedabad,9,67000,Diesel,Manual,1,26.0,1498,98.6,5,7.25,7410.81
Tata Indigo LS,Chennai,17,99000,Diesel,Manual,2,17.0,1405,70.0,5,1.6,1635.49
Renault Duster 110PS Diesel RxL,Pune,11,142000,Diesel,Manual,2,19.01,1461,108.45,5,6.0,6133.09
Hyundai i10 Sportz,Chennai,15,26966,Petrol,Manual,1,20.36,1197,78.9,5,3.0,3066.54
Honda Jazz 1.2 SV i VTEC,Mumbai,10,27628,Petrol,Manual,1,18.7,1199,88.7,5,4.95,5059.8
Maruti SX4 S Cross DDiS 200 Zeta,Hyderabad,9,82497,Diesel,Manual,1,23.65,1248,88.5,5,8.99,9189.41
Honda Accord VTi-L MT,Mumbai,18,86000,Petrol,Manual,3,11.9,2354,144.0,5,1.85,1891.04
Volkswagen Polo Petrol Comfortline 1.2L,Coimbatore,9,26981,Petrol,Manual,1,16.47,1198,73.9,5,6.16,6296.64
Maruti Ritz VDi,Hyderabad,15,110471,Diesel,Manual,1,21.1,1248,73.9,5,3.5,3577.63
Honda Amaze S Petrol,Jaipur,11,69000,Petrol,Manual,1,19.5,1199,88.76,5,7.52,7686.8
Hyundai i20 1.2 Asta Option,Hyderabad,8,12000,Petrol,Manual,1,18.6,1197,81.83,5,7.75,7921.91
Renault Duster 85PS Diesel RxL,Hyderabad,11,77500,Diesel,Manual,1,20.45,1461,83.8,5,6.6,6746.4
Hyundai Grand i10 Magna,Kochi,11,48031,Petrol,Manual,1,18.9,1197,82.0,5,4.98,5090.46
BMW 3 Series 320d Highline,Chennai,17,170000,Diesel,Automatic,3,16.07,1995,181.0,5,9.75,9966.27
Ford Ecosport 1.5 DV5 MT Trend,Mumbai,11,69565,Diesel,Manual,1,22.7,1498,89.84,5,5.55,5673.11
Volkswagen Vento 1.5 TDI Highline AT,Hyderabad,9,45492,Diesel,Automatic,1,21.5,1498,108.5,5,15.68,16027.8
Honda Accord 2.4 AT,Chennai,14,85000,Petrol,Automatic,2,11.7,2354,177.6,5,7.5,7666.36
Chevrolet Aveo 1.4,Hyderabad,17,55902,Petrol,Manual,1,14.49,1399,92.7,5,1.8,1839.93
Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,8,18500,Petrol,Manual,1,16.2,1199,74.0,5,6.25,6388.63
Mahindra Xylo D4 BS III,Hyderabad,10,129750,Diesel,Manual,2,14.95,2489,93.7,7,6.8,6950.83
Hyundai i10 Magna AT,Hyderabad,16,50902,Petrol,Automatic,1,19.2,1197,80.0,5,3.0,3066.54
Mahindra XUV500 W8 4WD,Coimbatore,10,84725,Diesel,Manual,1,15.1,2179,140.0,7,11.6,11857.3
Hyundai Elantra CRDi SX,Mumbai,12,40000,Diesel,Manual,2,22.7,1582,126.24,5,6.95,7104.16
Volkswagen Passat 1.8 TSI MT,Mumbai,15,60000,Petrol,Manual,3,14.3,1798,160.0,5,3.5,3577.63
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,11,33496,Petrol,Manual,1,18.9,1197,81.86,5,7.45,7615.25
Hyundai i20 Asta Option 1.2,Mumbai,10,25000,Petrol,Manual,1,18.6,1197,81.83,5,5.65,5775.32
Chevrolet Enjoy TCDi LS 8 Seater,Ahmedabad,12,71000,Diesel,Manual,1,18.2,1248,73.8,8,3.25,3322.09
Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,Coimbatore,10,20826,Petrol,Automatic,1,14.3,1598,103.6,5,7.72,7891.24
Hyundai Creta 1.6 CRDi SX,Pune,9,42244,Diesel,Manual,1,19.67,1582,126.2,5,12.0,12266.18
Chevrolet Beat Diesel PS,Jaipur,12,98598,Diesel,Manual,1,25.44,936,57.6,5,1.55,1584.38
Toyota Fortuner 3.0 Diesel,Delhi,14,62100,Diesel,Manual,1,11.5,2982,171.0,7,10.75,10988.45
Hyundai i20 Sportz Option 1.2,Coimbatore,9,44238,Petrol,Manual,1,18.6,1197,81.83,5,6.72,6869.06
Audi Q7 3.0 TDI quattro,Coimbatore,13,91743,Diesel,Automatic,1,12.07,2967,241.4,7,28.55,29183.28
Porsche Panamera Diesel,Bangalore,12,19828,Diesel,Automatic,2,17.85,2967,300.0,4,75.0,76663.6
Honda City i VTEC VX,Hyderabad,9,36891,Petrol,Manual,1,17.8,1497,117.3,5,10.49,10722.68
Mahindra Quanto C4,Hyderabad,13,90049,Diesel,Manual,1,17.21,1493,100.0,7,3.8,3884.29
Audi A4 2.0 TDI Multitronic,Ahmedabad,13,74002,Diesel,Automatic,1,16.55,1968,140.0,5,18.5,18910.35
Hyundai Sonata Transform 2.4 GDi AT,Kolkata,12,41000,Petrol,Automatic,1,12.37,2359,198.25,5,6.0,6133.09
Hyundai Verna 1.6 SX,Hyderabad,13,83678,Diesel,Manual,1,22.32,1582,126.32,5,5.5,5622.0
Maruti Wagon R LXI BS IV,Pune,15,91000,Petrol,Manual,1,18.9,998,67.1,5,2.3,2351.02
Maruti Ertiga SHVS ZDI Plus,Jaipur,9,50000,Diesel,Manual,1,24.52,1248,88.5,7,8.7,8892.98
Hyundai Xcent 1.1 CRDi S Option,Delhi,10,58000,Diesel,Manual,1,24.4,1120,71.01,5,4.95,5059.8
Maruti Swift VDI,Jaipur,13,80000,Diesel,Manual,1,22.9,1248,74.0,5,4.25,4344.27
Mahindra XUV500 W6 2WD,Kochi,8,41290,Diesel,Manual,2,16.0,2179,140.0,7,10.94,11182.66
BMW 5 Series 520d Luxury Line,Delhi,12,65000,Diesel,Automatic,1,22.48,1995,190.0,5,67.87,69375.45
Toyota Corolla Altis 1.8 G,Bangalore,9,16471,Petrol,Manual,2,14.28,1798,138.03,5,20.48,20934.27
Hyundai i20 Asta 1.4 CRDi,Pune,10,54339,Diesel,Manual,2,22.54,1396,88.73,5,6.0,6133.09
Mahindra KUV 100 mFALCON G80 K2,Hyderabad,9,24025,Petrol,Manual,1,18.15,1198,82.0,6,4.1,4190.94
Maruti Alto 800 2016-2019 LXI,Kolkata,12,24027,Petrol,Manual,1,24.7,796,47.3,5,2.01,2054.58
Fiat Punto EVO 1.2 Emotion,Hyderabad,15,59270,Petrol,Manual,1,15.7,1172,67.0,5,2.6,2657.67
Maruti Wagon R VXI BS IV,Kolkata,13,40000,Petrol,Manual,1,18.9,998,67.1,5,2.35,2402.13
Mitsubishi Pajero 4X4 LHD,Bangalore,13,155566,Diesel,Manual,2,9.5,2835,118.6,6,9.15,9352.96
Honda Brio EX MT,Chennai,12,42320,Petrol,Manual,1,19.4,1198,86.8,5,2.9,2964.33
Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,8,24153,Diesel,Manual,2,22.54,1396,88.73,5,9.18,9383.62
Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,9,27000,Petrol,Automatic,1,13.0,1591,121.3,5,11.45,11703.98
Maruti Alto Green LXi (CNG),Hyderabad,13,92000,CNG,Manual,2,15.78,796,38.4,5,2.1,2146.58
Honda Amaze S i-VTEC,Kochi,8,61795,Petrol,Manual,1,17.8,1198,86.7,5,5.53,5652.66
Mahindra KUV 100 mFALCON G80 K6 Plus,Chennai,9,13500,Petrol,Manual,1,18.15,1198,82.0,6,3.75,3833.18
Honda City i-VTEC CVT VX,Pune,7,4500,Petrol,Automatic,1,18.0,1497,117.3,5,15.17,15506.49
Mahindra XUV500 AT W10 FWD,Mumbai,8,23000,Diesel,Automatic,1,16.0,2179,140.0,7,15.5,15843.81
Mercedes-Benz New C-Class 220 CDI AT,Mumbai,12,80578,Diesel,Automatic,2,14.84,2143,170.0,5,14.5,14821.63
Renault Duster 110PS Diesel RxZ AMT,Coimbatore,8,42646,Diesel,Automatic,1,19.6,1461,108.45,5,15.05,15383.83
Volkswagen Polo 1.2 MPI Comfortline,Bangalore,11,30000,Petrol,Manual,2,16.47,1198,74.0,5,5.25,5366.45
Mercedes-Benz S Class 2005 2013 S 350 CDI,Bangalore,16,98000,Diesel,Automatic,2,13.5,2987,282.0,5,25.0,25554.53
Jaguar XJ 3.0L Premium Luxury,Hyderabad,13,50000,Diesel,Automatic,1,12.9,2993,271.23,4,45.0,45998.16
Maruti Swift VDI,Jaipur,10,63310,Diesel,Manual,1,28.4,1248,74.0,5,8.13,8310.33
Honda Amaze S i-Dtech,Delhi,11,66000,Diesel,Manual,1,25.8,1498,98.6,5,3.5,3577.63
BMW 3 Series 320d Highline,Ahmedabad,14,74000,Diesel,Automatic,2,16.07,1995,181.0,5,12.5,12777.27
Hyundai Verna 1.4 EX,Hyderabad,13,93000,Diesel,Manual,1,23.5,1396,88.7,5,5.55,5673.11
Toyota Fortuner 4x2 4 Speed AT,Delhi,10,70000,Diesel,Automatic,1,11.5,2982,169.0,7,19.48,19912.09
Maruti Swift VXI,Ahmedabad,13,48772,Petrol,Manual,1,18.6,1197,85.8,5,3.91,3996.73
Chevrolet Beat LS,Chennai,15,66000,Petrol,Manual,1,18.6,1199,79.4,5,2.19,2238.58
Hyundai Grand i10 Asta Option AT,Coimbatore,8,27417,Petrol,Automatic,1,18.9,1197,82.0,5,6.89,7042.83
Ford Figo Petrol ZXI,Coimbatore,14,51593,Petrol,Manual,2,15.6,1196,70.0,5,3.47,3546.97
Maruti Swift VXI BSIII,Pune,15,75000,Petrol,Manual,1,16.1,1298,88.2,5,2.85,2913.22
Audi A4 35 TDI Premium,Coimbatore,9,39237,Diesel,Automatic,1,17.11,1968,174.33,5,25.64,26208.73
Honda City V MT,Kochi,7,11966,Petrol,Manual,1,16.8,1497,116.3,5,10.28,10508.02
Honda Jazz V,Hyderabad,10,37000,Petrol,Manual,1,18.2,1199,88.7,5,8.79,8984.97
Volkswagen Polo 1.5 TDI Highline,Chennai,11,70920,Diesel,Manual,1,20.14,1498,88.8,5,4.75,4855.36
Nissan Terrano XL D Option,Hyderabad,12,65280,Diesel,Manual,1,19.87,1461,83.14,5,14.72,15046.51
Land Rover Discovery Sport SD4 HSE Luxury 7S,Hyderabad,9,62000,Diesel,Automatic,1,12.51,2179,187.7,7,44.5,45487.07
Hyundai i20 Magna Optional 1.2,Kochi,11,44525,Petrol,Manual,1,18.5,1197,82.9,5,4.65,4753.14
Honda City 1.5 E MT,Jaipur,16,86863,Petrol,Manual,1,17.0,1497,118.0,5,3.6,3679.85
Mahindra XUV500 W10 AWD,Hyderabad,10,102626,Diesel,Manual,1,16.0,2179,140.0,7,12.25,12521.72
Jeep Compass 2.0 Limited Option 4X4,Jaipur,8,45000,Diesel,Manual,1,16.3,1956,170.0,5,25.54,26106.51
Mahindra XUV500 W10 AWD,Jaipur,8,22000,Diesel,Manual,1,16.0,2179,140.0,7,16.0,16354.9
Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,Coimbatore,14,108905,Diesel,Automatic,2,11.79,2179,120.0,8,6.21,6347.75
Datsun GO Plus T,Kolkata,9,12800,Petrol,Manual,1,19.44,1198,67.0,7,3.25,3322.09
Mahindra Scorpio S6 Plus 7 Seater,Kolkata,9,32000,Diesel,Manual,1,15.4,2179,120.0,7,9.75,9966.27
Honda Amaze S AT i-Vtech,Mumbai,11,39000,Petrol,Automatic,1,15.5,1198,86.7,5,4.45,4548.71
Honda City i-DTEC ZX,Pune,8,42000,Diesel,Manual,1,25.6,1498,98.6,5,16.84,17213.53
Tata Indigo GLE,Chennai,17,73000,Petrol,Manual,1,14.4,1396,65.0,5,0.8,817.75
Hyundai Grand i10 1.2 CRDi Sportz,Chennai,7,48000,Diesel,Manual,1,24.0,1186,73.97,5,8.28,8463.66
Maruti Alto 800 2016-2019 CNG LXI,Pune,10,18000,CNG,Manual,1,19.66,796,40.3,4,3.0,3066.54
Hyundai Verna 1.4 CX VTVT,Kolkata,11,19000,Petrol,Manual,1,17.43,1396,105.5,5,5.25,5366.45
